Material,Material Description,Work center,Standard Value,AREA
23003632080C,WATER BEZEL RH T2 ECE/SAE VW372 MEXICO,MX_INY16,10,INJECTION
2.30011E+11,HOUSING REAR REFLEX HONDA SCUV LH,MX_INY16,19,INJECTION
2.30011E+11,HOUSING REAR REFLEX HONDA SCUV RH,MX_INY16,19,INJECTION
2300200401AA,[Obsoleto] 200401AA Cover VerBase 1 Cam,MX_INY16,30,INJECTION
2300200403AA,[Obsoleto] 200403AA Cover Ver 2 Cam,MX_INY16,30,INJECTION
23003906090A,GREYZONE COVER  RH T1 VW316,MX_INY17,20.7,INJECTION
23003907090A,GREYZONE COVER  LH T1 VW316,MX_INY17,20.7,INJECTION
23003662010H,HOUSING RH RL NISSAN P71A T2,MX_INY17,26.05,INJECTION
23003663010H,HOUSING LH RL NISSAN P71A T2,MX_INY17,26.05,INJECTION
23003826010C,HOUSING RH RL N71A T2,MX_INY17,29.2,INJECTION
23003827010C,HOUSING LH RL N71A T2,MX_INY17,29.2,INJECTION
23003786010B,HOUSING RH TAIL LIGHT VW416 FL T2,MX_INY17,29.35,INJECTION
23003787010B,HOUSING LH TAIL LIGHT VW416 FL T2,MX_INY17,29.35,INJECTION
23003790010E,HOUSING RH TAIL LIGHT VW416 COUPE T2,MX_INY17,26.1,INJECTION
23003791010E,HOUSING LH TAIL LIGHT VW416 COUPE T2,MX_INY17,26.1,INJECTION
23003669010C,HOUSING LH TAIL LIGHT VW416 T2,MX_INY17,29.5,INJECTION
23003670010C,HOUSING RH TAIL LIGHT VW416 T2,MX_INY17,29.5,INJECTION
23003629010E,HOUSING  LH T1 FP VW372 MEXICO,MX_INY17,28.3,INJECTION
23003630010E,HOUSING RH T1 FP VW372 MEXICO,MX_INY17,28.3,INJECTION
23003629030C,REFLECTOR LH T1 FP VW372 MEXICO,MX_INY17,21,INJECTION
23003630030C,REFLECTOR RH T1 FP VW372 MEXICO,MX_INY17,21,INJECTION
23003629040D,BEZEL ECE LH T1 FP VW372 MEXICO,MX_INY17,25.7,INJECTION
23003630040D,BEZEL RH T1 ECE FP VW372 MEXICO,MX_INY17,25.7,INJECTION
23003629043D,BEZEL LH T1 SAE FP VW372 MEXICO,MX_INY17,11.5,INJECTION
23003630043D,BEZEL RH T1 SAE FP VW372 MEXICO,MX_INY17,25.7,INJECTION
23003629070C,WATER BEZEL LH T1 ECE FP VW372 MEXICO,MX_INY17,13.9,INJECTION
23003630070C,WATER BEZEL RH T1 ECE FP VW372 MEXICO,MX_INY17,13.9,INJECTION
23003629071C,WATER BEZEL LH T1 SAE FP VW372 MEXICO,MX_INY17,13.9,INJECTION
23003630071C,WATER BEZEL RH T1 SAE FP VW372 MEXICO,MX_INY17,13.9,INJECTION
23003631010I,HOUSING LH T2 VW372 MEXICO,MX_INY17,24,INJECTION
23003632010I,HOUSING RH T2 VW372 MEXICO,MX_INY17,24,INJECTION
230F03906090,11K 945 428 GREYZONE COVER RH VW316,MX_INY17,20.7,INJECTION
230F03907090,11K 945 427 GREYZONE COVER LH VW316,MX_INY17,20.7,INJECTION
230F03906091,11K 945 428 GREYZONE COVER RH VW316 REF,MX_INY17,21,INJECTION
230F03907091,11K 945 427 GREYZONE COVER LH VW316 REF,MX_INY17,21,INJECTION
2.30004E+11,[Obsoleto] GREYZONE COVER  RH T1 VW316,MX_INY17,26.5,INJECTION
2.30004E+11,[Obsoleto] GREYZONE COVER  LH T1 VW316,MX_INY17,26.5,INJECTION
23003662010G,[Obsoleto] HOUSING RH RL NISSAN P71A T2,MX_INY17,26.05,INJECTION
23003663010G,[Obsoleto] HOUSING LH RL NISSAN P71A T2,MX_INY17,26.05,INJECTION
23003826010B,[Obsoleto] HOUSING RH RL N71A T2,MX_INY17,29.2,INJECTION
23003827010B,[Obsoleto] HOUSING LH RL N71A T2,MX_INY17,29.2,INJECTION
2300800401AA,[PMMA] LIT EMBLEM LENS T2 PA1/PA2,MX_INY18,35,INJECTION
2300800401AC,"[PC, PC+ABS] LIT EMBLEM LENS T2 PA1/PA2",MX_INY18,35,INJECTION
2.30004E+11,EXTERNAL LENS RH RL NISSAN P71A T2,MX_INY18,27,INJECTION
2.30004E+11,EXTERNAL LENS LH RL NISSAN P71A T2,MX_INY18,27,INJECTION
23003826020C,[PMMA] EXTERNAL LENS RH RL N71A T2,MX_INY18,28.35,INJECTION
23003827020C,[PMMA] EXTERNAL LENS LH RL N71A T2,MX_INY18,28.35,INJECTION
23003826050B,BEZEL RH RL N71A T2,MX_INY18,25.25,INJECTION
23003827050B,BEZEL LH RL N71A T2,MX_INY18,25.25,INJECTION
2.30004E+11,OUTER LENS RH TAIL LIGHT VW416 FL T2,MX_INY18,32.25,INJECTION
2.30004E+11,OUTER LENS LH TAIL LIGHT VW416 FL T2,MX_INY18,32.25,INJECTION
2.30004E+11,OUTER LENS RH TAIL LIGHT VW416 COUPE T2,MX_INY18,27.4,INJECTION
2.30004E+11,OUTER LENS LH TAIL LIGHT VW416 COUPE T2,MX_INY18,27.4,INJECTION
2.30004E+11,OUTER LENS LH TAIL LIGHT VW416 T2,MX_INY18,27.84,INJECTION
2.30004E+11,OUTER LENS RH TAIL LIGHT VW416 T2,MX_INY18,27.84,INJECTION
23003755040D,INTERNAL LENS LH TAIL LIGHT VW411 T1,MX_INY18,35,INJECTION
23003756040D,INTERNAL LENS RH TAIL LIGHT  VW 411 T1,MX_INY18,35,INJECTION
2.30004E+11,OUTER LENS LH TAIL LIGHT VW411 T2,MX_INY18,35,INJECTION
2.30004E+11,OUTER LENS RH TAIL LIGHT VW411 T2,MX_INY18,35,INJECTION
23003826020A,[Obsoleto] EXTERNAL LENS RH RL N71A T2,MX_INY18,30,INJECTION
23003826020B,[Obsoleto] EXTERNAL LENS RH RL N71A T2,MX_INY18,30,INJECTION
23003827020A,[Obsoleto] EXTERNAL LENS LH RL N71A T2,MX_INY18,30,INJECTION
23003827020B,[Obsoleto] EXTERNAL LENS LH RL N71A T2,MX_INY18,30,INJECTION
23003826050A,[Obsoleto] BEZEL RH RL N71A T2,MX_INY18,30.4,INJECTION
23003827050A,[Obsoleto] BEZEL LH RL N71A T2,MX_INY18,30.4,INJECTION
2.30004E+11,[Obsoleto] EXTERNAL LENS RH RL N71A T2,MX_INY18,30,INJECTION
2.30004E+11,[Obsoleto] EXTERNAL LENS LH RL N71A T2,MX_INY18,30,INJECTION
23003784020A,OUTER LENS RH TAIL LIGHT VW416 FL T1,MX_INY19,30,INJECTION
23003785020A,OUTER LENS LH TAIL LIGHT VW416 FL T1,MX_INY19,30,INJECTION
23003788020B,OUTER LENS RH TAIL LIGHT VW416 COUPE T1,MX_INY19,30,INJECTION
23003789020B,OUTER LENS LH TAIL LIGHT VW416 COUPE T1,MX_INY19,30,INJECTION
23003660020A,EXTERNAL LENS RH RL NISSAN P71A T1,MX_INY19,30,INJECTION
23003661020A,EXTERNAL LENS LH RL NISSAN P71A T1,MX_INY19,30,INJECTION
2.30004E+11,OUTER LENS LH TAIL LIGHT  VW416  T1,MX_INY19,30.825,INJECTION
2.30004E+11,OUTER LENS RH TAIL LIGHT  VW416 T1,MX_INY19,30.825,INJECTION
23003629020A,LENS BICOLOR LH T1 VW 372 MEXICO SPED,MX_INY19,32.5,INJECTION
23003630020A,LENS BICOLOR RH T1 VW372 MEXICO SPED,MX_INY19,32.5,INJECTION
23003631020B,LENS BICOLOR LH T2 VW372 MEXICO SPED,MX_INY19,33,INJECTION
23003632020B,LENS BICOLOR RH T2 VW372 MEXICO SPED,MX_INY19,33,INJECTION
23003631022B,LENS BICOLOR LH T2 VW372 MEXICO SPED HT,MX_INY19,33,INJECTION
23003632022B,LENS BICOLOR RH T2 VW372 MEXICO SPED HT,MX_INY19,33,INJECTION
2.30004E+11,OUTER LENS LH TAIL LIGHT VW411 T1,MX_INY19,30,INJECTION
2.30004E+11,OUTER LENS RH TAIL LIGHT VW411 T1,MX_INY19,30,INJECTION
23003824050A,[Obsoleto] FILTER BEZEL RH RL N71A T1,MX_INY19,30,INJECTION
23003824050B,[Obsoleto] FILTER BEZEL RH RL N71A T,MX_INY19,40,INJECTION
23003824050D,[Obsoleto] FILTER BEZEL RH RL N71A T1,MX_INY19,40,INJECTION
23003825050A,[Obsoleto] FILTER BEZEL LH RL N71A T1,MX_INY19,30,INJECTION
23003825050B,[Obsoleto] FILTER BEZEL LH RL N71A T1,MX_INY19,40,INJECTION
23003825050D,[Obsoleto] FILTER BEZEL LH RL N71A T1,MX_INY19,40,INJECTION
23003837030D,BEZEL  LH R.L. AU426PA - ECE,MX_INY20,19.25,INJECTION
23003838030D,BEZEL  RH R.L. AU426PA - ECE,MX_INY20,19.25,INJECTION
23003837034D,BEZEL  LH R.L. AU426PA - SAE,MX_INY20,19.25,INJECTION
23003838034D,BEZEL  RH R.L. AU426PA - SAE,MX_INY20,19.25,INJECTION
23003824020B,[PMMA] EXTERNAL LENS RH RL N71A T1,MX_INY21,46,INJECTION
23003825020B,[PMMA] EXTERNAL LENS LH RL N71A T1,MX_INY21,46,INJECTION
23003824050E,FILTER BEZEL RH RL N71A T1,MX_INY21,33,INJECTION
23003825050E,FILTER BEZEL LH RL N71A T1,MX_INY21,33,INJECTION
2.30004E+11,[Obsoleto] BEZEL RH T1 VW316,MX_INY21,30,INJECTION
2.30004E+11,[Obsoleto] BEZEL LH T1 VW316,MX_INY21,30,INJECTION
23003824020A,[Obsoleto] EXTERNAL LENS RH RL N71A T1,MX_INY21,45,INJECTION
23003825020A,[Obsoleto] EXTERNAL LENS LH RL N71A T1,MX_INY21,45,INJECTION
23003788013H,HOUSING RH TL VW416 COUPE T1 W/Adjusters,MX_INY22,46.4,INJECTION
23003789013H,HOUSING LH TL VW416 COUPE T1 W/Adjusters,MX_INY22,46.4,INJECTION
23003788010H,[SCRAP] HOUSING RH TL VW416 COUPE T1,MX_INY22,46.4,INJECTION
23003789010H,[SCRAP] HOUSING LH TL VW416 COUPE T1,MX_INY22,46.4,INJECTION
23003788030C,BEZEL RH TAIL LIGHT VW416 COUPE T1,MX_INY22,27.25,INJECTION
23003789030C,BEZEL LH TAIL LIGHT VW416 COUPE T1,MX_INY22,27.25,INJECTION
23003837010E,[Obsoleto] HOUSING LH R.L. AU426PA - ECE,MX_INY22,25,INJECTION
23003837011E,[Obsoleto] HOUSING LH R.L. AU426PA - SAE,MX_INY22,25,INJECTION
23003838010E,[Obsoleto] HOUSING RH R.L. AU426PA - ECE,MX_INY22,25,INJECTION
23003838011E,[Obsoleto] HOUSING RH R.L. AU426PA - SAE,MX_INY22,25,INJECTION
23003788010G,[SCRAP] HOUSING RH TL VW416 COUPE T1,MX_INY22,46.4,INJECTION
23003789010G,[SCRAP] HOUSING LH TL VW416 COUPE T1,MX_INY22,46.4,INJECTION
2.30004E+11,HOUSING RH TL VW416 COUPE T1 W/Adjusters,MX_INY22,46.4,INJECTION
2.30004E+11,HOUSING LH TL VW416 COUPE T1 W/Adjusters,MX_INY22,46.4,INJECTION
2.30004E+11,[Obsoleto] HOUSING RH T1 VW316,MX_INY22,31.5,INJECTION
2.30004E+11,[Obsoleto] HOUSING LH T1 VW316,MX_INY22,31.5,INJECTION
23003837020D,OUTERLENS LH R.L. AU426PA - ECE,MX_INY23,21,INJECTION
23003838020D,OUTERLENS RH R.L. AU426PA - ECE,MX_INY23,21,INJECTION
23003837021D,OUTERLENS LH R.L. AU426PA - SAE,MX_INY23,21,INJECTION
23003838021D,OUTERLENS RH R.L. AU426PA - SAE,MX_INY23,21,INJECTION
2300800403AD,INNER LENS LH T2 PA1 COUPE,MX_INY24,28.5,INJECTION
2300800404AD,INNER LENS RH T2 PA1 COUPE,MX_INY24,28.5,INJECTION
2300800405AE,INNER LENS LH T2 PA2 SUV,MX_INY24,30.08,INJECTION
2300800406AE,INNER LENS RH T2 PA2 SUV,MX_INY24,30.08,INJECTION
23003784060C,MAIN REFLECTOR RH TL VW416 FL T1,MX_INY24,21.15,INJECTION
23003785060C,MAIN REFLECTOR LH TL VW416 FL T1,MX_INY24,21.15,INJECTION
23003788060C,MAIN REFLECTOR RH TL VW416 COUPE T1,MX_INY24,24.25,INJECTION
23003789060C,MAIN REFLECTOR LH TL VW416 COUPE T1,MX_INY24,24.25,INJECTION
2.30004E+11,REFLECTOR RH T1 VW316,MX_INY24,27.3,INJECTION
2.30004E+11,REFLECTOR LH T1 VW316,MX_INY24,27.3,INJECTION
23003906050A,REFLECTOR RH T1 VW316,MX_INY24,27.3,INJECTION
23003907050A,REFLECTOR LH T1 VW316,MX_INY24,27.3,INJECTION
23003908050B,REFLECTOR LH APPLIQUE VW316,MX_INY24,21.25,INJECTION
23003908060B,REFLECTOR RH APPLIQUE VW316,MX_INY24,21.25,INJECTION
23003908050C,REFLECTOR LH APPLIQUE VW316,MX_INY24,21.25,INJECTION
23003908060C,REFLECTOR RH APPLIQUE VW316,MX_INY24,21.25,INJECTION
23003660030E,REFLECTOR RH RL NISSAN P71A T1,MX_INY24,30.15,INJECTION
23003661030E,REFLECTOR LH RL NISSAN P71A T1,MX_INY24,30.15,INJECTION
2300800403AA,[Obsoleto] INNER LENS LH T2 PA1 COUPE,MX_INY24,35,INJECTION
2300800403AB,[Obsoleto] INNER LENS LH T2 PA1 COUPE,MX_INY24,35,INJECTION
2300800404AA,[Obsoleto] INNER LENS RH T2 PA1 COUPE,MX_INY24,35,INJECTION
2300800404AB,[Obsoleto] INNER LENS RH T2 PA1 COUPE,MX_INY24,35,INJECTION
2300800405AA,[Obsoleto] INNER LENS LH T2 PA2 SUV,MX_INY24,35,INJECTION
2300800405AB,[Obsoleto] INNER LENS LH T2 PA2 SUV,MX_INY24,35,INJECTION
2300800406AA,[Obsoleto] INNER LENS RH T2 PA2 SUV,MX_INY24,35,INJECTION
2300800406AB,[Obsoleto] INNER LENS RH T2 PA2 SUV,MX_INY24,35,INJECTION
23003908050A,[Obsoleto] REFLECTOR LH APPLIQUE VW316,MX_INY24,26,INJECTION
23003908060A,[Obsoleto] REFLECTOR RH APPLIQUE VW316,MX_INY24,26,INJECTION
2300800549AA,INNER LENS LH DJ BASE,MX_INY25,32.5,INJECTION
2300800550AA,INNER LENS RH DJ BASE,MX_INY25,32.5,INJECTION
2300800551AA,INNER LENS LH DJ PREMIUM,MX_INY25,32.5,INJECTION
2300800552AA,INNER LENS RH DJ PREMIUM,MX_INY25,32.5,INJECTION
23003906020A,External Lens RH T1 VW316,MX_INY25,42.5,INJECTION
23003907020A,EXTERNAL LENS LH T1 VW316,MX_INY25,42.5,INJECTION
2.30004E+11,[Obsoleto] LENS APP VW316 - LOGO NO LIT,MX_INY25,70,INJECTION
2.30004E+11,[Obsoleto] LENS APP VW316 - LOGO LIT,MX_INY25,70,INJECTION
2.30004E+11,[Obsoleto] BEZEL LH APPLIQUE VW316,MX_INY25,35,INJECTION
2.30004E+11,[Obsoleto] BEZEL RH APPLIQUE VW316,MX_INY25,35,INJECTION
23003908020A,[Obsoleto] LENS APP VW316 - LOGO NO LIT,MX_INY25,85,INJECTION
23003908025A,[Obsoleto] LENS APP VW316 - LOGO LIT,MX_INY25,85,INJECTION
23003908030A,[Obsoleto] BEZEL LH APPLIQUE VW316,MX_INY25,37,INJECTION
23003908040A,[Obsoleto] BEZEL RH APPLIQUE VW316,MX_INY25,37,INJECTION
23003906030B,BEZEL RH T1 VW316,MX_INY26,32.15,INJECTION
23003907030B,BEZEL LH T1 VW316,MX_INY26,32.15,INJECTION
2.30004E+11,[Obsoleto] External Lens RH T1 VW316,MX_INY26,42.5,INJECTION
2.30004E+11,[Obsoleto] External Lens LH T1 VW316,MX_INY26,42.5,INJECTION
23003906030A,[Obsoleto] BEZEL RH T1 VW316,MX_INY26,33,INJECTION
23003907030A,[Obsoleto] BEZEL LH T1 VW316,MX_INY26,33,INJECTION
2300400791AB,OUTER LENS T2 PA1 COUPE,MX_INY27,83.67,INJECTION
2300400793AC,OUTER LENS T2 PA2 SUV,MX_INY27,75.67,INJECTION
2300400793AB,[Obsoleto] OUTER LENS T2 PA2 SUV,MX_INY27,65.8,INJECTION
23003908020B,LENS APPLIQUE VW316 - LOGO NO LIT,MX_INY28,69,INJECTION
23003908025B,LENS APPLIQUE VW316 - LOGO LIT,MX_INY28,69,INJECTION
23003908030B,BEZEL LH APPLIQUE VW316,MX_INY28,30,INJECTION
23003908040B,BEZEL RH APPLIQUE VW316,MX_INY28,30,INJECTION
2300400791AA,[Obsoleto] OUTER LENS T2 PA1 COUPE,MX_INY28,70,INJECTION
2300400793AA,[Obsoleto] OUTER LENS T2 PA2 SUV,MX_INY28,70,INJECTION
2300200405AD,BEZEL T2 PA1 COUPE,MX_INY29,78.34,INJECTION
2300200407AD,BEZEL T2 PA2 SUV,MX_INY29,60.5,INJECTION
23003784030B,BEZEL RH TAIL LIGHT VW416 FL T1,MX_INY29,28.8,INJECTION
23003785030B,BEZEL LH TAIL LIGHT VW416 FL T1,MX_INY29,28.8,INJECTION
2300200405AB,[Obsoleto] BEZEL T2 PA1 COUPE,MX_INY29,60,INJECTION
2300200405AC,[Obsoleto] BEZEL T2 PA1 COUPE,MX_INY29,60,INJECTION
2300200407AB,[Obsoleto] BEZEL T2 PA2 SUV,MX_INY29,60,INJECTION
2300200407AC,[Obsoleto] BEZEL T2 PA2 SUV,MX_INY29,60,INJECTION
2.30004E+11,[Obsoleto] REFLECTOR LH APPLIQUE VW316,MX_INY29,30,INJECTION
2.30004E+11,[Obsoleto]REFLECTOR RH APPLIQUE VW316,MX_INY29,30,INJECTION
2300500541AE,REFLECTOR T2 PA1 COUPE,MX_INY30,52.4,INJECTION
2300500543AD,REFLECTOR T2 PA2 SUV,MX_INY30,55,INJECTION
230A300843AB,HOUSING LH 416 FL T1 W/Adj NUEVA HOMOLOG,MX_INY30,28.5,MET
230A300844AB,HOUSING RH 416 FL T1 W/Adj NUEVA HOMOLOG,MX_INY30,28.5,MET
2300300843AB,HOUSING LH 416FL T1 Nueva HOMOLOGACION,MX_INY30,28.5,MET
2300300844AB,HOUSING RH 416FL T1 Nueva HOMOLOGACION,MX_INY30,28.5,MET
23003784013I,[SERVICIO] HOUSING RH VW416 FL T1 W/adj,MX_INY30,28.5,MET
23003785013I,[SERVICIO] HOUSING LH VW416 FL T1 W/adj,MX_INY30,28.5,MET
23003784010I,[SERVICIO] HOUSING RH VW416 FL T1 INY,MX_INY30,28.5,MET
23003785010I,[SERVICIO] HOUSING LH VW416 FL T1 INY,MX_INY30,28.5,MET
23003906010A,HOUSING RH T1 VW316,MX_INY30,30.15,MET
23003907010A,HOUSING LH T1 VW316,MX_INY30,30.15,MET
23003906010C,HOUSING RH T1 VW316,MX_INY30,30.15,MET
23003907010C,HOUSING LH T1 VW316,MX_INY30,30.15,MET
23003908600A,HOUSING ASSY T2 VW316 -NO LOGO-,MX_INY30,63,MET
23003908650A,HOUSING ASSY T2 VW316 -CON LOGO-,MX_INY30,63,MET
2.30004E+11,[SCRAP] HOUSING T2 Applique VW316 INYECT,MX_INY30,70,MET
2300200405AA,[Obsoleto] BEZEL T2 PA1 COUPE,MX_INY30,60,MET
2300200407AA,[Obsoleto] BEZEL T2 PA2 SUV,MX_INY30,60,MET
2300500541AA,[Obsoleto] REFLECTOR T2 PA1 COUPE,MX_INY30,60,MET
2300500541AB,[Obsoleto] REFLECTOR T2 PA1 COUPE,MX_INY30,60,MET
2300500541AC,[Obsoleto] REFLECTOR T2 PA1 COUPE,MX_INY30,60,MET
2300500541AD,[Obsoleto] REFLECTOR T2 PA1 COUPE,MX_INY30,60.66,MET
2300500543AA,[Obsoleto] REFLECTOR T2 PA2 SUV,MX_INY30,60,MET
2300500543AB,[Obsoleto] REFLECTOR T2 PA2 SUV,MX_INY30,60,MET
2300500543AC,[Obsoleto] REFLECTOR T2 PA2 SUV,MX_INY30,60,MET
2300300843AA,[Obsoleto] HOUSING LH 416FL T1,MX_INY30,41.5,MET
2300300844AA,[Obsoleto] HOUSING RH 416FL T1,MX_INY30,41.5,MET
23003784010H,[SCRAP] HOUSING RH TL VW416 FL T1,MX_INY30,41.5,MET
23003784013H,HOUSING RH TL VW416 FL T1 W/adjusters,MX_INY30,41.5,MET
23003785010H,[SCRAP] HOUSING LH TL VW416 FL T1,MX_INY30,41.5,MET
23003785013H,HOUSING LH TL VW416 FL T1 W/adjusters,MX_INY30,41.5,MET
2.30004E+11,[Obsoleto] HOUSING ASSY RH T1 316 + HARN,MX_INY30,30.15,MET
2.30004E+11,[Obsoleto] HOUSING ASSY LH T1 316 + HARN,MX_INY30,30.15,MET
23003906410C,HOUSING ASSY RH T1 VW316 + HARNESS,MX_INY30,30.15,MET
23003907410C,HOUSING ASSY LH T1 VW316 + HARNESS,MX_INY30,30.15,MET
2.30004E+11,[Obsoleto] HOUSING ASSY APPLIQUE VW316,MX_INY30,63,MET
230A300843AA,[Obsoleto] HOUSING LH 416FL T1 W/Adjuste,MX_INY30,41.5,MET
230A300844AA,[Obsoleto] HOUSING RH 416FL T1 W/Adjuste,MX_INY30,41.5,MET
2300300773AE,HOUSING T2 PA1 COUPE,MX_INY31,75,MET
2300300775AE,HOUSING T2 PA2 SUV,MX_INY31,78.89,MET
2300300773AA,[Obsoleto] HOUSING T2 PA1 COUPE,MX_INY31,75,MET
2300300773AB,[Obsoleto] HOUSING T2 PA1 COUPE,MX_INY31,75,MET
2300300773AC,[Obsoleto] HOUSING T2 PA1 COUPE,MX_INY31,75,MET
2300300773AD,[Obsoleto] HOUSING T2 PA1 COUPE,MX_INY31,75,MET
2300300775AA,[Obsoleto] HOUSING T2 PA2 SUV,MX_INY31,75,MET
2300300775AB,[Obsoleto] HOUSING T2 PA2 SUV,MX_INY31,75,MET
2300300775AC,[Obsoleto] HOUSING T2 PA2 SUV,MX_INY31,75,MET
2300300775AD,[Obsoleto] HOUSING T2 PA2 SUV,MX_INY31,75,MET
2300400857AA,OUTER LENS LH DJ BASE,MX_INY32,32.5,MET
2300400858AA,OUTER LENS RH DJ BASE,MX_INY32,32.5,MET
2300400859AA,OUTER LENS LH DJ PREMIUM,MX_INY32,35,MET
2300400860AA,OUTER LENS RH DJ PREMIUM,MX_INY32,35,MET
2300300845AA,HOUSING LH DJ BASE,MX_INY33,32.5,MET
2300300846AA,HOUSING RH DJ BASE,MX_INY33,32.5,MET
2300300847AA,HOUSING LH DJ PREMIUM,MX_INY33,32.5,MET
2300300848AA,HOUSING RH DJ PREMIUM,MX_INY33,32.5,MET
2300200537AA,MAIN CARRIER LH DJ PREMIUM,MX_INY33,27.5,MET
2300200538AA,MAIN CARRIER RH DJ PREMIUM,MX_INY33,27.5,MET
2300520585AA,REFLECTOR BU MTLZ LH DJ PREMIUM,MX-MET01,75,MET
2300520586AA,REFLECTOR BU MTLZ RH DJ PREMIUM,MX-MET01,75,MET
2.30002E+11,HOUSING SIDE REPEATERGOLF VW370 LH MET,MX-MET01,26.666,MET
2.30002E+11,HOUSING SIDE REPEATERGOLF VW 370 RH MET,MX-MET01,26.666,MET
23003629031C,RIFLETTORE MTLZ SX FP  VW 372 MEXICO,MX-MET01,8.67,MET
23003630031C,REFLECTOR MTLZ RH T1 FP VW372 MEXICO,MX-MET01,8.67,MET
23003629041D,BEZEL TOTAL MTLZ LH T1 FP VW372 MEXICO,MX-MET01,17.33,MET
23003630041D,BEZEL MTLZ TOTAL RH T1 FP VW372 MEXICO,MX-MET01,17.33,MET
23003629042D,BEZEL PAR DARK MTLZ LH T1 FP VW372 MEX,MX-MET01,13,MET
23003630042D,BEZEL MTLZ PARC DARK RH T1 FP VW372 MEXI,MX-MET01,13,MET
23003629044D,BEZEL MTLZ PARC T1 SAE LH FP VW372 MEX,MX-MET01,17.33,MET
23003630044D,BEZEL MTLZ PARC RH T1 SAE FPVW372 MEXICO,MX-MET01,17.33,MET
23003629051D,EYE BEZEL MTLZ LH T1 FP VW372 (BLACK),MX-MET01,2.89,MET
23003630051D,EYE BEZEL MTLZ RH T1 VW372 MEX (BLACK),MX-MET01,2.89,MET
23003629053D,EYE BEZEL MTLZ LH T1 ECE FP VW372 (RED),MX-MET01,2.89,MET
23003630053D,EYE BEZEL MTLZ RH T1 ECE VW372 (RED),MX-MET01,2.89,MET
23003631011I,HOUSING MTLZ LH T2 VW372 MEXICO,MX-MET01,11.14,MET
23003632011I,HOUSING MTLZ RH T2 VW372 MEXICO,MX-MET01,11.14,MET
23003631031C,REFLECTOR MTLZ LH T2 VW372 -FAKE LAMP-,MX-MET01,2.89,MET
23003631033C,REFLECTOR FOG MTLZ LH T2 VW372 MEXICO,MX-MET01,2.89,MET
23003632031C,REFLECTOR MTLZ RH T2 VW372  -FAKE LAMP-,MX-MET01,2.89,MET
23003631041D,BEZEL MTLZ PARC LH T2 VW372 MEXICO,MX-MET01,13,MET
23003632041D,BEZEL MTLZ PARC RH T2 VW372 MEXICO,MX-MET01,13,MET
23003631042D,BEZEL MTLZ 100% LH T2 VW372 MEXICO,MX-MET01,9.75,MET
23003632042D,BEZEL MTLZ 100% RH T2 VW372 MEXICO,MX-MET01,9.75,MET
23003631051C,EYE BEZEL MTLZ LH T2 ECE VW372 (RED),MX-MET01,2.89,MET
23003632051C,EYE BEZEL MTLZ RH T2 ECE VW372 (RED),MX-MET01,2.89,MET
23003631053C,EYE BEZEL MTLZ LH T2 VW372 (BLACK),MX-MET01,2.89,MET
23003632053C,EYE BEZEL MTLZ RH T2 VW372 (BLACK),MX-MET01,2.89,MET
2.30006E+11,HOUSING  LH TRIM BEZEL  VW 411 MET,MX-MET01,29.25,MET
2.30006E+11,HOUSING  RH TRIM BEZEL  VW 411 MET,MX-MET01,29.25,MET
2.30021E+11,HOUSING FRONT SIDE MARKER CIVIC LH MET,MX-MET01,29.25,MET
2.30021E+11,HOUSING FRONT SIDE MARKER CIVIC RH MET,MX-MET01,29.25,MET
23003837031D,BEZEL MTLZ LH R.L. AU426PA - ECE,MX-MET02,25.716,MET
23003838031D,BEZEL MTLZ RH R.L. AU426PA - ECE,MX-MET02,25.716,MET
23003837035D,BEZEL MTLZ LH R.L. AU426PA - SAE,MX-MET02,25.716,MET
23003838035D,BEZEL MTLZ RH R.L. AU426PA - SAE,MX-MET02,25.716,MET
23003660041L,BEZEL MTLZ RH RL NISSAN P71A T1,MX-MET02,42.858,MET
23003661041L,BEZEL MTLZ LH RL NISSAN P71A T1,MX-MET02,42.858,MET
23003662041E,BEZEL MTLZ RH RL NISSAN P71A T2,MX-MET02,17.145,MET
23003663041E,BEZEL MTLZ LH RL NISSAN P71A T2,MX-MET02,17.145,MET
23003837041C,REFLECTOR MTLZ LH R.L. AU426PA -,MX-MET03,21.429,MET
23003838041C,REFLECTOR MTLZ RH R.L. AU426PA -,MX-MET03,21.429,MET
2.30004E+11,STOP REFLECTOR MTLZ LH TL VW416 FL T1,MX-MET03,5.715,MET
2.30004E+11,STOP REFLECTOR MTLZ RH TL VW416 FL T1,MX-MET03,5.715,MET
23003784051A,STOP REFLECTOR MTLZ RH TL VW416 FL T1,MX-MET03,5.715,MET
23003785051A,STOP REFLECTOR MTLZ LH TL VW416 FL T1,MX-MET03,5.715,MET
23003784061C,MAIN REFLECTOR MTLZ RH TL VW416 FL T1,MX-MET03,21.429,MET
23003785061C,MAIN REFLECTOR MTLZ LH TL VW416 FL T1,MX-MET03,21.429,MET
23003784061D,MAIN REFLECTOR MTLZ RH TL VW416 FL T1,MX-MET03,21.429,MET
23003785061D,MAIN REFLECTOR MTLZ LH TL VW416 FL T1,MX-MET03,21.42,MET
23003788051A,STOP REFLECTOR MTLZ RH TL VW416 COUPE T1,MX-MET03,6.123,MET
23003789051A,STOP REFLECTOR MTLZ LH TL VW416 COUPE T1,MX-MET03,6.123,MET
